Open,Close,VWAP,Volume,MACD,DPO,HULL-16,MFM,Lable
667,656.25,662.9,3122762,42.04550282,1.295,663.0187068,4.715433404,-1
662,640.45,651.57,4543267,41.04710121,30.7875,665.9299756,13.76254951,-1
648.4,644.5,648.85,2452594,38.71289644,36.45,668.0665467,-8.59740896,-1
650,659.95,651.58,4607690,36.57054773,30.34,665.4961367,-6.809331335,1
664.8,668.1,668.86,4167950,35.65536402,-6.07,661.279866,59.85881608,1
675,639.05,653.19,4585216,35.34535878,21.8175,659.7018426,-12.17889904,-1
639.9,643.85,646.93,4940660,31.90128675,0.34,661.3914863,-37.12525964,1
644,586.65,612.47,9410320,29.16625528,-7.365,659.0220878,-8.702081655,-1
583.8,574.25,556.53,10314199,21.89129106,4.7675,654.9452465,-4.648648583,-1
590,611.9,606.6,6914729,16.43613795,30.735,640.6356079,-6.670174538,1
610,545.05,566.94,9533768,13.56926573,24.9275,620.3331572,-24.40039362,-1
570,504.3,523.49,8717406,7.979227763,20.72,605.4080872,-9.172486997,-1
510,470.9,477.91,4973313,-1.275388868,12.4275,585.1711534,-6.070683101,-1
472,510.75,488.33,4334583,-11.5417951,25.605,556.4282704,-7.455535517,1
519.9,483.9,506.92,4470864,-15.63519915,46.6675,520.0132197,-8.086044123,-1
478.7,515.85,499.01,5945449,-21.94923149,63.39,493.3731003,-6.043929764,1
516,538.95,541.44,7846832,-23.67244062,40.4425,473.4875641,-19.50635147,1
545,562.15,552.41,5909784,-22.44076719,50.0025,466.1157246,-30.22172352,1
568.8,547,557.3,4133593,-19.32250554,-3.0125,470.2840475,10.90441417,-1
538,517.2,512.18,6600982,-19.11484172,-9.21,486.9991806,-103.2230002,-1
530,488.95,512.36,5589420,-19.37221693,35.85,506.8309168,-14.17767037,-1
490,517.8,501.98,5559379,-22.54238842,-22.635,520.2377659,-27.28320729,1
531.1,494.4,512.6,4586344,-21.4925823,-57.2525,521.6531274,6.269384355,-1
480.05,480.35,486.57,5302756,-24.49540987,-83.1475,521.0209664,11.00336442,1
473.15,460.9,468.1,5643300,-27.11927736,-34.3175,515.7581096,-42.37231018,-1
460,424.9,437.37,5185540,-29.91464279,-50.8075,505.6341893,-110.2618626,-1
425,456.05,448.96,4405620,-34.55463641,-8.15,489.6688493,-6.846040884,1
448,426.85,434.87,4543500,-35.9627381,24.34,467.3960309,-7.877546943,-1
421.5,388.1,398.04,4799905,-38.7691754,55.53,450.6818496,-3.99153613,-1
397,384.15,394.35,5002309,-42.47980855,49.6875,435.3029305,-3.534054836,-1
398,413.8,406.57,5778689,-44.8235126,31.275,415.7429917,-2.836098633,1
420.25,460.3,451.6,8222578,-44.37523577,9.5875,394.8156602,-5.402480419,1
471.2,476.4,470.09,4817206,-39.45623635,40.6375,382.6930922,-5.459600455,1
470,465.85,464.92,4919242,-35.24828415,16.9625,387.6954255,-15.55163753,-1
467,477.9,475.97,2981900,-31.78890391,5.1575,405.693673,304.3177584,1
490,489.5,494.23,2859799,-26.8824754,-13.9925,426.1021867,11.16439993,-1
485,512.6,495.6,5679425,-23.13058664,-48.675,446.653237,6.394868,1
518.9,532.35,530.12,1695821,-17.22454952,-16.2075,467.3385372,6.381221433,1
545,496.75,521.99,8364919,-10.31986523,-43.9175,489.7951247,3.845172475,-1
499,518.55,504.39,11463168,-8.45990986,-80.155,512.7603772,5.13693472,1
470,514.3,510.22,5346226,-9.218388969,-84.1725,525.3711074,2.752046412,1
530,509.7,519.78,5012194,-4.923858438,-55.79,533.0480417,2.795648743,-1
522,533.65,533.52,5003640,-2.140747005,-8.885,536.418076,4.295268872,1
537,542.25,538.52,3826580,1.260219254,5.2525,536.7437386,4.54962766,1
545,537.8,543.1,5029134,4.548434648,-8.3925,538.3923034,3.775839904,-1
535.6,563.65,554.22,6678137,6.323546025,-0.1875,541.817549,6.422223069,1
550,547.35,554.2,6296730,8.79045916,4.475,544.910036,3.848397119,-1
555,522.9,541.23,5727853,11.02184918,23.01,551.797395,6.675109578,-1
523.5,527.55,519.68,5761387,10.13313674,37.9575,557.2768279,17.25597769,1
530,514.5,517.52,4583115,9.839619675,-4.615,556.6545721,4.303552167,-1
500,519.95,513.02,5399869,7.105649994,10.6675,552.1998209,16.93760891,1
522,519.3,520.2,4221209,6.636637371,1.11,543.7924952,17.08342196,-1
512,511.35,510,2977454,5.396251332,-6.44,535.2853734,7.970546315,-1
512,494.45,500.49,3207246,4.362907712,15.7625,527.5633903,8.159631669,-1
494.5,477.75,482.42,3458530,2.108283191,22.9325,520.1257499,132.1472544,-1
488,460.2,471.14,3553357,-0.200527137,18.49,510.9382631,37.09582651,-1
470,487.05,478.41,4538661,-3.442386345,45.805,499.1737672,-5.899957514,1
487,483.05,478.09,7193963,-4.587828698,30.7825,484.4991873,-28.22447824,-1
477,479,473.41,4429284,-6.230343553,8.7975,475.0627116,6.577704854,1
485.1,495.6,491.43,4483258,-6.80050116,14.335,469.8100418,7.185646943,1
495,496.45,498.29,3806939,-6.380434091,2.4325,467.3409588,3.713654755,1
499,497.75,496.1,4115538,-5.659696627,8.775,469.4100338,5.408197926,-1
405,497.7,503.09,3979322,-12.52512792,8.7225,474.9360054,4.231224645,1
500,496.2,502.7,3244587,-10.18730831,2.57,482.5125979,3.719245551,-1
493.3,496.4,493.18,2750024,-8.77371283,-12.0275,489.7992491,3.586113465,1
496,511.05,502.98,3500099,-7.350908878,-26.6575,495.1859197,2.662861206,1
517,509.7,515.27,2872503,-4.478039425,-41.5775,498.6959371,1.990760839,-1
510,510.5,515.19,4838673,-2.73417943,-12.845,503.3606614,2.443151141,1
509.95,503.85,507.59,2709565,-1.34066564,-16.225,507.9647428,3.670009039,-1
505,511.15,509.92,1864105,-0.628207657,-19.09,511.9401595,6.805628579,1
517,516.9,517.98,3224609,0.893935342,-2.3225,513.4917072,9.827968564,-1
517.5,516.15,516.31,2127465,2.116249136,-1.32,514.7457664,8.6592041,-1
518,525.35,522.12,3573855,3.089715605,0.1375,516.7360013,16.10311396,1
527,531.7,532.53,1689982,4.534820032,-0.6125,518.8025774,38.6480983,1
537,532.45,537.7,2291736,6.412730577,-3.975,521.8936429,9.690657661,-1
537,518.65,522.95,3090585,7.811061132,-6.51,526.2503689,100.0953368,-1
517.3,513,512.32,2553849,7.247019493,5.2175,531.0643702,-6.059322942,-1
510,508.05,507.79,3270065,6.140493681,2.57,532.8875654,-7.525759743,-1
512.4,515.45,516.95,2323075,5.394906105,2.12,531.244749,-18.19937789,1
514,505.5,512.51,2387872,4.876831275,-6.3525,526.7002709,-268.190086,-1
505,517.45,509.02,2973951,3.69778157,0.4525,522.5685919,-8.363797729,1
520.1,525.75,526.45,3626257,3.935768225,5.1525,517.4528249,-16.38862975,1
527.8,527.55,528.16,1763208,4.691320859,3.0025,514.4423047,-15.03843143,-1
530,517.25,526.04,2796586,5.405275576,10.71,514.6766893,-6.217881033,-1
518,506.85,509.17,4001158,4.946338065,16.0075,517.7239205,-4.201647543,-1
508.1,496.25,501.77,4514082,3.741074928,16.235,519.9746712,-3.536766701,-1
492.6,501.85,501.06,2614397,1.518291587,3.175,519.2439743,-3.168255299,1
505,506.1,505.57,1524806,0.748047688,-2.0825,514.7744944,-3.856692321,1
507,513.9,510.01,2887828,0.29548294,-6.8125,509.8956193,-3.518271864,1
515,521.6,519.73,3433071,0.575362387,0.085,506.294659,-5.55003788,1
521,522.2,521.17,2473326,1.266479573,-10.3875,505.418727,-18.44695101,1
524.8,525.45,525.65,2407544,2.096531378,1.2975,507.6273303,-11.80886395,1
526.9,496.7,507.57,2859110,2.890444585,9.1325,511.7694169,-14.2527285,-1
495.8,501,492.95,3215666,0.999962175,12.365,517.1525221,-7.942290573,1
509,501.95,506.2,1980777,0.559772146,3.6,517.3536156,42.92725743,-1
508.6,508.05,506.87,1768498,0.176604684,-5.275,514.7387385,10.92472984,-1
506,504.3,503.52,2030066,-0.332925314,-15.345,510.8493573,3.491470752,-1
505,498.35,502.49,1892400,-0.808090586,-9.31,508.3282289,3.846007817,-1
501.5,488.3,498.58,2966470,-1.450242274,-4.575,506.0859722,5.197533061,-1
494.5,496.15,493.45,2212951,-2.494971116,4.5825,503.2546095,77.68899642,1
503,502.95,502.92,2022420,-2.607411486,12.75,498.7147679,-306.0096398,-1
502,496.8,498.99,2534958,-2.745537443,14.075,495.6044619,-17.04585158,-1
499,507.7,506.93,4934933,-3.061675095,18.7725,495.1558786,-8.51423098,1
509.9,513.05,512,2619484,-2.405440391,-8.985,495.2560829,15.14818462,1
516,516.35,518.49,2539771,-1.37751039,-4.475,497.1883416,33.74514564,1
519,519.05,517.47,2771836,-0.317222104,-4,501.078292,27.8091923,1
525,535.65,531.71,4773436,0.995530842,0.96,506.6872638,38.04123319,1
538.4,534.95,537.61,1890532,3.081142558,-4.48,512.9050874,7.82506596,-1
536,523.75,529.52,2104637,4.488812879,-11.8725,521.3393512,7.283322783,-1
532.75,537.4,534.87,2104478,5.281494592,-22.415,529.7496027,6.4401328,1
542,536.6,541.13,3751857,6.579914019,-15.355,534.8097381,10.77676728,-1
537.7,526.3,528.77,3627167,7.179457005,-9.275,539.0600241,50.24627227,-1
529.95,517.9,523.46,5730807,6.949516474,-15.4675,542.2891069,-34.5714647,-1
517,507.1,514.37,2716608,5.657680862,-5.6275,542.8023152,-4.118982915,-1
507.5,516.25,511.95,2198229,3.823612175,-0.5825,539.4755635,-2.829193012,1
520,511.7,514.87,2461111,3.339645612,2.0025,532.1547851,-3.684817854,-1
515,511.75,514.99,1833331,2.52375205,4.52,525.2896808,-2.894088656,-1
515,515.65,515.61,2465771,1.855731024,20.7475,519.2525112,-1.793219442,1
520,509,515.13,6381960,1.709831452,19.1825,514.5172959,-2.095969507,-1
512.9,502.15,505.41,3262741,1.009954591,6.9475,511.5874607,-2.091818693,-1
509,508.4,512.87,7113646,0.139133328,20.2975,509.3731511,-2.010305775,-1
525,516,515.48,1759989,0.730920738,19.225,506.8182924,-2.001501831,-1
515,508.8,511.07,1638079,0.388972549,7.965,505.4494925,-2.096321205,-1
511.25,500.55,503.08,5116631,-0.18237003,-0.49,506.4143206,-2.313037158,-1
504.8,500.55,501.28,3820601,-1.142210438,-10.665,507.5364768,-2.256856282,-1
499.8,498.15,500.87,2099696,-2.279904459,-0.725,506.8357575,-1.945365734,-1
504,490.45,494.45,3215811,-2.810474121,-4.23,504.954835,-1.970781987,-1
495.5,489.9,491.88,2436532,-3.87187528,-1.92,502.6588239,-1.974483484,-1
490.1,486.8,490.26,2079532,-5.089940132,4.2325,499.2862736,-1.760756742,-1
491.5,492.65,490.58,2366208,-5.874714274,-0.57,495.3390533,-1.736134179,1
494.9,506.4,500.91,3101846,-6.151595507,-5.1825,490.967144,-2.003847796,1
507.05,497.2,503.46,4045841,-5.329739769,2.5775,488.3099221,-2.811581508,-1
497,494.15,495.65,3531727,-5.42636803,11.6325,489.8181474,-2.511723434,-1
498.4,502.1,498.39,2909735,-5.328639396,5.62,492.1833841,-2.806673896,1
505,502.3,501.93,2058886,-4.665145185,-2.38,493.9383868,-4.812006889,-1
504,497.1,499.06,1199536,-4.171867721,-1.6825,496.3259249,-6.636919942,-1
498,491.65,493.71,1815630,-4.216228218,-3.3525,499.2151795,-6.930752821,-1
491.5,486.2,488.65,1832973,-4.721199513,-10.0475,501.0527317,-8.10780936,-1
489,482.3,486.31,4477865,-5.262396871,-9.125,500.615897,-8.218731108,-1
485,476.35,478.8,2801783,-5.945407842,-10.89,497.7900183,-6.038303361,-1
475,462.3,462.29,3563211,-7.210132057,-3.75,493.484295,-3.735360755,-1
464.4,475.7,472.63,3734441,-8.964071681,12.305,487.9913592,-2.406962099,1
480.05,473.05,472.45,2125050,-8.988429004,5.12,479.9795913,-4.456868536,-1
478.7,471.05,475.14,2405361,-9.012753124,3.8575,473.873648,-4.552013716,-1
471,483.1,481.16,3577650,-9.543059629,13.2825,469.6852977,-2.879470807,1
486,482.35,484.99,1722104,-8.653902213,14.355,467.2604091,-3.823677879,-1
479.95,476,475.44,1546727,-8.341009387,9.945,468.0853287,-3.836870126,-1
479.7,477.4,479.43,1265841,-8.02076299,5.2175,470.962819,-5.384575174,-1
479.7,467.9,470.8,4465266,-7.678470644,0.3925,473.7200778,-6.366862009,-1
470,468.15,469.43,1012189,-8.096185195,-2.5625,475.9955752,-5.901051165,-1
471.7,468.55,469.97,818483,-8.195701255,-7.2875,475.9094559,-7.277828672,-1
474.7,493.05,484.76,3987711,-7.941119124,-19.445,474.5286072,-12.16906075,1
495,491.05,493.73,4193468,-6.032664473,-5.8375,472.612747,-23.08394067,-1
490,492.05,492.13,1742224,-4.867274425,-8.3325,475.1350646,-15.66925894,1
493,484.7,488.16,2282372,-3.659527898,-9.83,479.8210751,61.04433043,-1
484,453.85,458.56,6868439,-3.389112747,3.1,485.3653151,-10.80586068,-1
452.85,441.4,452.59,5308681,-5.62221738,4.5125,488.8923193,-15.29188933,-1
441.9,436.55,432.98,6785907,-8.180899302,0.675,485.420253,-5.961250825,-1
444.4,435.8,436.7,4013481,-9.893161266,4.5575,475.6785162,-9.965644698,-1
442,459.15,454.59,5823278,-11.31340557,-2.6175,462.6420233,-16.17265149,1
465,468.15,463.64,3114791,-10.46352625,-1.5075,449.5820382,15.28549238,1
469,455.05,464.26,3266747,-9.359506993,-1.4,442.6068323,7.999774172,-1
460,465.1,463.41,4088765,-9.105430472,24.1325,442.3193151,-306.7921572,1
466,468.4,468.03,2200105,-8.324247183,22.53,444.1380125,28.6015189,1
469,478.6,474.16,1970254,-7.378153375,23.6625,448.6047862,26.78974296,1
486.8,477.75,477.67,1700032,-5.133622422,16.5375,454.8984154,12.60192183,-1
479.5,481.1,480.7,1953015,-3.898530065,-14.0825,463.4834982,10.81162968,1
482.9,476.45,479.15,4021020,-2.615314151,-26.7875,471.5824526,5.443512162,-1
478,482.25,481.23,1705530,-1.970769726,-31.59,478.3894827,12.87339648,1
481,478.7,481.03,1034256,-1.204114069,-33.0575,482.5529903,6.265568571,-1
479,471.45,474.8,1452980,-0.749165295,-10.235,485.9185308,-98.60029211,-1
473.45,465.8,467.62,1796599,-0.826669971,-1.38,487.6935611,-6.293748921,-1
466,468.65,463.89,3036784,-1.471967692,-13.1175,486.8100186,-11.56127363,1
472.25,463.95,465.66,1332410,-1.462491524,-1.9475,482.9441092,-17.36740198,-1
469,454.95,459.59,1588637,-1.697528585,2.7575,478.4023616,-7.873563262,-1
454,452.05,455.23,1660295,-3.058297097,14.445,473.5067783,-3.63194481,-1
453.25,462.1,457.99,982555,-4.149446601,13.685,467.5726423,-3.367265022,1
464.95,468.15,467.57,1513973,-4.02427485,16,461.1450579,-3.498197938,1
470,486,480.68,2404323,-3.477719132,9.77,457.2747639,-7.178591881,1
488,482.45,487.41,2366407,-1.574722663,13.06,456.9238273,-26.39971416,-1
484.55,484.1,487.05,1713014,-0.340812441,8.345,462.0330912,-9.258461596,-1
485,475.75,481.65,2066863,0.665744346,0.2975,468.9179553,-11.32682777,-1
480,467.8,467.72,2348366,1.048169561,-6.3875,476.1375521,-7.48595487,-1
471,471.35,470.9,1519368,0.618297406,-3.6725,480.8755872,-3.480836076,1
472.25,464.6,467.44,1138417,0.374102006,-8.52,482.151979,-4.460823898,-1
466.8,480.8,474.02,3943407,-0.25602071,-16.82,481.464306,-5.138876998,1
485,510.1,504.26,9331695,0.704266879,-19.8725,478.4954221,-220.1914056,1
511.7,519.25,515.26,6687125,3.577441315,-11.2725,477.3181557,4.079061699,1
514,464.9,475.61,19970424,5.971261507,-7.3625,482.7468055,2.824051771,-1
469.9,457.4,457.83,11793413,4.262754803,11.355,493.5681164,-6.296363896,-1
483,462.65,466.36,10028325,3.920004113,8.87,496.1919776,-5.313761139,-1
463,470,465.62,4253803,2.012194865,10.96,491.117781,-3.858899734,1
472,464.9,469.39,3451711,1.212031557,2.4,483.0510269,-5.283842725,-1
466.45,464.55,465.05,2672591,0.128777106,-5.3625,476.9128077,-4.824991742,-1
465,462.65,462.27,1763504,-0.837052075,-1.8425,471.3367537,-4.646437698,-1
463,453.3,456.24,2074823,-1.743724785,-8.9775,466.0042618,-5.072783914,-1
453.5,443.8,449.47,4424250,-3.191693316,7.16,461.4206129,-3.935095515,-1
444,432.35,438.58,4254056,-5.047283804,37.375,457.456491,-2.253151807,-1
435,438.55,436.66,4969246,-7.161251226,48.315,452.8988055,-1.692745373,1
445,442.25,443.26,1973065,-7.938710406,-3.6625,446.0767988,-2.788293617,-1
445,443.6,443.02,1556706,-8.457429233,-9.1525,439.6865303,-2.958355125,-1
447,444.35,446.82,2380705,-8.608050081,-1.8775,435.4552269,-5.295751188,-1
445.6,455,450.63,2930120,-8.73962421,7.0425,433.7616362,-2.773105614,1
459,454.7,458.67,6118944,-7.674771929,2.5825,434.0044557,-4.620235156,-1
456.2,460.25,460.5,6212536,-6.976250035,3.065,437.5384575,-3.915124489,1
462.3,470,470.04,6127100,-5.863116584,1.3825,442.8040009,-4.069782687,1
470.2,469,472.95,5075886,-4.294292649,-7.4275,449.239104,-7.687349452,-1
441,442.5,453.23,5669552,-5.3442802,-14.8725,456.8899119,-7.43870629,1
445.7,451.1,449.34,3517624,-5.731355652,-22.485,464.1175525,-6.46169439,1
455,443.45,456.06,5773008,-5.227857362,-15.595,465.2650673,-5.726866734,-1
441.3,420.75,426.22,4512451,-5.866100818,-11.1975,463.6980926,-4.226037717,-1
424,419.25,417.68,4535674,-7.678681165,-7.7525,459.5033428,-3.53752762,-1
422.2,413.25,413.99,3622990,-9.154916408,-4.465,450.7227314,-4.585516198,-1
417,427.75,414.86,4187925,-10.62188265,8.7675,439.4633675,-3.697742683,1
429.95,433.8,433.17,5217434,-10.6177753,10.3075,427.334825,-6.62305644,1
437.7,435.5,436.22,2195427,-9.875692264,17.3,419.5944411,-8.663788691,-1
437,444.75,443.12,2298822,-9.237561354,27.94,417.1253745,-5.581913595,1
432,429.95,429.34,2476696,-9.030987785,26.8925,418.5804228,-13.25527724,-1
435,433.25,438.45,1725900,-8.52706215,0.5125,423.5724394,34.8533173,-1
435,430.55,431.07,1664942,-8.035085344,9.3775,427.6789499,-20.52402737,-1
434,429.9,431.68,1441127,-7.63780529,2.3125,431.2500515,14.09729781,-1
432,423.45,429.31,2136301,-7.398978023,-19.7025,433.2976414,7.40870589,-1
435,430.15,428.42,2225785,-6.888372708,-20.1575,434.1083838,19.01565196,-1
435,442.05,439.2,2370537,-6.409830119,-24.915,432.6626196,8.972408417,1
449.9,438.3,440.31,1701495,-4.773883923,-9.7825,431.2834004,33.80733055,-1
438.3,441.8,443,2553787,-4.362568219,-2.635,432.3753412,-9.347443568,1
441,441.35,444.7,2508889,-3.775324102,0.475,434.6457903,-8.441977252,1
441,439.95,439.87,2763144,-3.272197072,11.1075,437.6792469,-5.181839292,-1
442.1,449.65,445.95,3216514,-2.753006235,-3.565,440.4016295,-5.467542778,1
441,423.9,434.59,2643267,-2.402549657,-0.1925,442.477851,-125.014168,-1
427.5,431.15,429.04,1530246,-3.176944465,-1.915,445.5576504,-11.15263581,1
435,438,437.4,1765346,-3.149533165,-3.085,444.2161865,-66.92654431,1
438,465.5,459.61,7738840,-2.852986434,-10.4725,441.277076,14.11904158,1
468.15,493.45,487.09,7109241,-0.184274932,-6.385,438.9590167,4.234395842,1
497,495.6,495.91,7315112,4.209028905,2.23,442.9918189,3.058769559,-1
499.65,511.5,513.1,7762042,7.81461435,-4.61,455.1662675,3.615661078,1
513.85,496.05,507.65,5574555,11.68281193,-4.91,470.9007763,3.485318922,-1
500.05,511.2,509.56,6806676,13.4802655,-7.925,488.7750622,5.488223264,1
519.6,534.5,526.69,8531307,16.29376463,-13.3875,502.655237,4.377397176,1
535.45,527.95,533.58,5335906,19.57630549,-8.75,514.7476092,3.619135836,-1
510,511.5,508.13,13048370,19.89610725,-39.37,527.6964614,4.010341356,1
480.25,505.8,504.11,4077065,17.54805567,-36.2,538.1192675,3.129242741,1
464,533.35,523.32,6985308,14.21278633,-33.4675,541.5822854,2.874517772,1
539.2,557.1,551.55,7022502,17.43331397,-11.1275,538.7504462,2.756747915,1
557,579.75,571.8,10472216,21.17726239,11.07,537.823327,2.814479337,1
585,571.15,572.37,4758987,26.10191756,6.1475,543.1574769,2.242773458,-1
575,560.5,565.96,3657959,28.86584091,15.58,555.2742379,2.360477086,-1
560,537.25,545.33,3122785,29.50664689,-5.8275,567.0766953,2.135762728,-1
534,549.45,544.79,3331541,27.59961373,4.4575,574.7248168,2.459931916,1
555,556.9,551.02,4253528,27.4653275,22.7675,574.6444336,2.653218587,1
560,553.4,559.6,2799281,27.44587721,9.5675,572.268065,2.079834509,-1
555.2,552.45,557.48,1885037,26.73527098,-12.995,569.8073164,2.733416819,-1
553.3,553.35,559.82,2677111,25.72244109,-24.4175,566.6812959,3.487638812,1
551.5,562.35,557.44,2453809,24.49232345,-1.26,562.6607071,7.527426363,1
565,576.4,578.71,6491056,24.32583854,19.045,559.0232611,18.76768779,1
573,569.6,569.08,2556387,24.55611484,37.655,558.4430915,-9.893125607,-1
575.05,591.9,585.37,3043011,24.62024545,26.15,562.6299125,-16.87629756,1
596,592.25,593.25,3063056,26.06036369,10.7075,567.4619315,12.48526666,-1
594.4,589.1,589.73,2292806,26.76428119,-16.595,575.2246151,6.927555925,-1
595,598.25,599.78,6790670,27.05875623,-7.125,583.6890871,15.79266274,1
594.75,591.4,589.78,2488240,26.96129896,-3.19,591.24161,-19.8937619,-1
593.5,622.75,614.35,4900621,26.47813435,-10.685,598.2847902,33.37966241,1
602.55,628.75,630.65,2800372,26.51948276,-17.4825,602.7751978,5.904849808,1
630,659.65,649.66,7692520,28.4383596,-21.3525,610.4000577,3.951333127,1
650,631.7,636.74,4146603,31.21247292,-17.48,619.8758707,3.035625671,-1
627.5,623.05,624.05,4090360,31.23655522,-6.0275,634.5254565,3.98122805,-1
666.85,626.45,632.85,1789873,34.03695396,-15.4225,644.7874069,4.450808203,-1
628,630.7,629.02,1682009,32.74586956,3.58,649.1752246,7.208990897,1
669.55,626.8,632.94,3098434,34.67401824,-0.7425,649.295419,5.639595941,-1
654,632.15,630.61,2532153,34.54995835,-7.76,648.2523114,9.206992792,-1
635.1,635.1,639.94,1510897,32.55226574,-2.3725,645.4632916,9.815945879,0
637,638.1,638.77,1451757,30.76768241,-13.3075,642.3533621,17.2942541,1
637,641.7,643.14,1512556,29.01891777,13.76,639.8185168,-13.84340275,1
644,618.3,628.42,1300891,27.87624973,15.3425,639.136314,-7.796004656,-1
610,614.95,615.7,2257680,23.95255894,43.445,640.4843314,-2.109954278,1
602,585.65,591.55,1852491,19.96755428,13.5675,638.4041469,-2.626008785,-1
594,580.1,586.41,1314819,15.9799059,4.115,633.3576086,-2.128542115,-1
580,603.35,591.19,5562113,11.55723325,8.105,621.8927677,-2.296896213,1
603.35,596.85,605.36,4438253,9.822007973,11.8,607.4039104,-4.135305868,-1
593.05,615.75,611.34,2390195,7.529309873,7.5125,597.2845286,-4.215580077,1
615.2,600.45,610.28,1557738,7.413176408,11.9875,590.8452746,-9.440428141,-1
600.45,589.15,596.71,1517046,6.061715133,14.485,590.8761404,-9.350482092,-1
588,612.05,599.61,1979019,3.941122185,19.165,591.9205161,-7.167644589,1
615,609.4,610.67,1227795,4.3874039,23.6,591.7966041,-12.96755496,-1
609.7,609.8,611.89,1318555,4.264525271,2.7125,594.9806542,-22.19157086,1
601.35,600.15,605.73,1079852,3.453920338,0.4575,599.8580656,-18.23192948,-1
599.75,600.15,598.33,921657,2.651878625,-27.6975,604.7791204,-91.05443103,1
599,604.15,605.07,1041852,1.933453714,-31.9325,606.6071858,25.81384263,1
602,592.65,596.42,1302761,1.587716176,-7.355,606.4630451,-6.616799972,-1
592,593.5,593.14,1509871,0.501436012,-12.1475,606.3411908,-43.92764526,1
592,597.4,598.17,647081,-0.3554007,8.685,604.6047122,-6.418310751,1
597.4,593.45,600.2,1081530,-0.592160372,-4.73,601.6974843,-12.30488961,-1
594,600.75,601.12,1582258,-1.042002905,-13.7975,599.0076083,-15.55924908,1
603,616.35,611.23,2343092,-0.665023949,11.15,596.5141549,-7.130898952,1
620.55,628.1,623.07,3013889,1.037184774,8.5975,595.9347113,29.64158591,1
628.65,623.3,629.91,1649351,3.004900125,8.34,599.4544823,4.848598585,-1
627,626.45,627.12,1188353,4.380862106,-3.1925,607.2252663,6.921129243,-1
629,634.05,631.7,1864339,5.56851191,-5.51,615.619618,8.80705182,1
630.05,655.5,646.53,3251857,6.519341821,-3.045,623.3008367,6.318976566,1
662.05,672,667.42,1808264,9.741429822,-17.4775,630.6439396,3.370966849,1
672,695.8,688.45,2756256,12.94834601,-19.44,640.9025611,2.732987,1
699.65,694.8,701.01,2354958,17.51806267,-20.3075,654.3130881,2.37284207,-1
694.1,681.05,691.6,1534674,20.45646937,-29.54,671.5809152,2.474251376,-1
682,682.8,680.41,1694970,21.56100317,-25.69,688.1104691,2.883776234,1
686,682.5,685.85,1077220,22.49972745,-13.76,699.2377677,3.211620742,-1
684,715.15,706.88,5039663,22.81946241,-5.645,705.3290929,5.040781178,1
712,721.05,720.46,3731188,25.04246323,-16.195,707.3813862,2.620559427,1
723.4,721.75,720.71,2897659,27.40787232,-19.09,712.3304882,2.513058836,-1
720.5,709.4,712.01,2008380,28.71777575,-17.37,719.06671,2.765053928,-1
712,703.65,705.72,1330673,28.73925693,-1.7575,725.6911443,3.843903364,-1
695,651.6,666.4,2647070,27.07328127,9.235,728.5357273,5.193483054,-1
655,643.45,656.74,3217629,22.27033485,30.325,727.9491175,40.08101905,-1
646.9,656.25,651.18,1882199,17.60760493,26.825,716.040418,-50.99702639,1
652.95,623.75,631.33,2568476,14.23603488,10.3,696.8450327,18.35405062,-1
632.95,639.6,637.53,1368203,9.837559259,11.68,677.6567025,-17.20370561,1
640,652.35,650.62,1232488,6.841284353,10.805,656.434564,-79.3224673,1
616.05,649.35,643.58,1493719,2.506167969,42.0025,639.5718016,-7.16510288,1
655,639.8,650.3,1643357,2.186442377,46.7575,630.2030373,-6.133118428,-1
656,650.4,649.75,1338493,1.990752475,47.17,627.4758562,-3.977098715,-1
658,652.35,662.22,2638200,1.974206554,35.075,627.4351663,-4.837540036,-1
638.4,634.95,633.23,2051724,0.376044367,30.3075,630.5297441,-4.113593575,-1
641,642.95,644.76,927271,-0.673136696,-18.7,635.4849162,-8.497080028,1
644,641.05,644.75,1047624,-1.248334755,-24.2575,638.189002,-21.04573173,-1
601.55,575.45,591.34,6090989,-5.069332581,-9.4575,640.0998387,-6.197597486,-1
571,544.4,552.48,10466918,-10.44117015,-36.59,640.9137012,-3.412908093,-1
552,569.3,566.38,2568656,-16.04604742,-13.835,629.7645308,-3.142831827,1
575,546.3,557.9,1914074,-18.42100586,6.2075,606.7516564,-3.485693416,-1
550,569.3,562.72,2327368,-22.06523649,11.945,584.2101471,-2.69468458,1
579,559.8,568.44,1872829,-22.35703481,10.0175,562.7471645,-3.710126362,-1
562,582.9,575.57,1765788,-23.68638462,28.0975,549.3328261,-3.211717094,1
587,602.9,598.2,1727402,-22.46487492,36.085,540.4700176,-4.258774273,1
605.4,605.8,606.81,1709142,-19.78484414,21.12,540.6185602,-4.791712588,1
598.25,659.95,639.33,6742163,-18.02966238,31.0025,550.6563323,-5.387532485,1
670,657.4,664.67,5617462,-10.72841812,28.9175,566.7022835,42.51158063,-1
660,689.7,679.18,5599765,-5.682815089,-38.365,592.7300471,17.99505257,1
690,691.6,694.48,3086144,0.727164154,-71.92,620.6300066,3.434173502,1
695,683.8,689.47,2671481,6.139889864,-48.9825,651.352747,4.850484572,-1
688,682.05,688.56,3412589,9.752823937,-73.705,679.0538983,5.066640663,-1
685,692.7,689.42,1852940,12.23334331,-52.8175,699.6859994,9.998330274,1
